file_id,species,shape,mean,std,snr_db
dlg_ggpd_n200-g2-m1-2003-c3-track-88,eastern_spadefoot_toad,"(64, 431)",-36.54407493465876,16.82377304329206,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-59,eastern_spadefoot_toad,"(64, 431)",-44.42227390308253,16.80072753590886,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-90,eastern_spadefoot_toad,"(64, 431)",-36.52306887687221,16.826135204248512,0.0
Eastern_Spadefoot_Toad___Scaphiopus_holbrookii,eastern_spadefoot_toad,"(64, 431)",-47.90341850067651,17.900798401818562,0.0
Eastern_Spadefoot_Toad_Calling_(Scaphiopus_holbrooki),eastern_spadefoot_toad,"(64, 431)",-38.88602903201796,16.030214094977673,0.0
ML207805,eastern_spadefoot_toad,"(64, 431)",-46.97409897541364,13.190779021905223,0.0
ML207806,eastern_spadefoot_toad,"(64, 431)",-42.99644493040242,11.935798244506145,0.0
ML207807,eastern_spadefoot_toad,"(64, 431)",-38.96471671756625,13.382363285800576,0.0
ML207808,eastern_spadefoot_toad,"(64, 431)",-60.74519575288705,20.9740642551104,0.0
ML207809,eastern_spadefoot_toad,"(64, 431)",-56.88011918324121,18.143437535331458,0.0
ML207988,eastern_spadefoot_toad,"(64, 431)",-38.3126819307663,13.399535111032959,0.0
ML207990,eastern_spadefoot_toad,"(64, 431)",-41.52081172320378,14.58560462079381,0.0
ML207991,eastern_spadefoot_toad,"(64, 431)",-41.56444635261239,14.06580453702057,0.0
ML207993,eastern_spadefoot_toad,"(64, 431)",-41.56444635261239,14.06580453702057,0.0
Spadefoot_Toad_Calling,eastern_spadefoot_toad,"(64, 431)",-59.31763106515402,23.81744784487474,0.0
140101,fowlers_toad,"(64, 431)",-53.397297863236986,18.230395949980352,0.0
185133,fowlers_toad,"(64, 431)",-50.72994720894334,11.935780167464813,0.0
55-Fowlers-Toad-call,fowlers_toad,"(64, 431)",-73.37397197718687,16.38237512573933,0.0
Calling_Male_Fowler's_Toad,fowlers_toad,"(64, 431)",-46.73443494795923,13.855106958435538,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-78,fowlers_toad,"(64, 431)",-37.80164798783039,12.5426196106122,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-82,fowlers_toad,"(64, 431)",-47.34847302947479,16.979728388997913,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-55,fowlers_toad,"(64, 431)",-73.77938818271227,16.426522591426064,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-80,fowlers_toad,"(64, 431)",-37.80610307062308,12.568036568212003,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-84,fowlers_toad,"(64, 431)",-47.34770092032763,16.979128354455117,0.0
Fowler's_Toad_(Anaxyrus_fowleri)_Call,fowlers_toad,"(64, 431)",-65.77434828932766,16.787065170794765,0.0
Fowler's_Toad___Bufo_fowleri,fowlers_toad,"(64, 431)",-73.93424082092785,16.056834521579944,0.0
Fowler's_Toad_Call,fowlers_toad,"(64, 431)",-31.464291056440906,12.787489988519702,0.0
Fowler's_Toad_Calling,fowlers_toad,"(64, 431)",-55.54618717660898,11.50780780277699,0.0
Fowler's_Toad_calling_(1),fowlers_toad,"(64, 431)",-26.831650625317945,21.91933772999755,0.0
Fowler's_Toad_calling_(2),fowlers_toad,"(64, 431)",-53.9985625793306,12.133793954060865,0.0
Fowler's_Toad_calling_(3),fowlers_toad,"(64, 431)",-52.11284264310192,12.441615826907954,0.0
Fowler's_Toad_Calling_(4),fowlers_toad,"(64, 431)",-38.657454064647446,11.568211996788932,0.0
Fowler_Toads_Calling,fowlers_toad,"(64, 431)",-42.39340304398343,14.738309146214222,0.0
Fowlers_Toad,fowlers_toad,"(64, 431)",-45.91564470571044,13.497600677166908,0.0
ML184388,fowlers_toad,"(64, 431)",-51.12213465896394,18.79032198677302,0.0
ML184393,fowlers_toad,"(64, 431)",-48.55233417330375,9.402415927448821,0.0
ML184394,fowlers_toad,"(64, 431)",-49.95623002756223,11.917103637460862,0.0
ML196654,fowlers_toad,"(64, 431)",-35.751148149786026,13.557839205480269,0.0
ML196655,fowlers_toad,"(64, 431)",-36.43695807337692,13.443889090749671,0.0
ML203585,fowlers_toad,"(64, 431)",-45.34978362997419,14.341085793910528,0.0
ML207015,fowlers_toad,"(64, 431)",-45.34978362997419,14.341085793910528,0.0
ML207045,fowlers_toad,"(64, 431)",-52.91474478202602,9.189843673669088,0.0
ML207046,fowlers_toad,"(64, 431)",-46.57831641855345,14.007098908717465,0.0
ML207838,fowlers_toad,"(64, 431)",-45.353126711400094,17.991008634242615,0.0
ML207849,fowlers_toad,"(64, 431)",-44.82163294358071,16.819684776926813,0.0
ML470847291,fowlers_toad,"(64, 431)",-49.839823885438335,8.477392180709948,0.0
ML470847311,fowlers_toad,"(64, 431)",-40.485621351342466,7.397716693495986,0.0
ML506565541,fowlers_toad,"(64, 431)",-26.816009451905288,9.946793443915373,0.0
ML506565641,fowlers_toad,"(64, 431)",-26.816009451905288,9.946793443915373,0.0
ML636866266,fowlers_toad,"(64, 431)",-26.816009451905288,9.946793443915373,0.0
ML638967278,fowlers_toad,"(64, 431)",-47.66045295649366,12.6907545095867,0.0
ML640206621,fowlers_toad,"(64, 431)",-47.66045295649366,12.6907545095867,0.0
ML640206715,fowlers_toad,"(64, 431)",-43.12472721049238,12.8535870666596,0.0
XC890998_-_Fowler's_Toad_-_Anaxyrus_fowleri,fowlers_toad,"(64, 431)",-52.200551299857985,18.31653167835371,0.0
XC892840_-_Fowler's_Toad_-_Anaxyrus_fowleri,fowlers_toad,"(64, 431)",-51.43589592349917,16.84389815527602,0.0
07-Green-Frog-call,green_frog,"(64, 431)",-56.82952348967439,16.281339542942778,0.0
380183,green_frog,"(64, 431)",-51.437315475290724,13.635551024856788,0.0
Call_of_the_Green_Frog,green_frog,"(64, 431)",-59.009715643341885,21.26229089382039,0.0
Calling_green_frog(s),green_frog,"(64, 431)",-42.82012866762425,5.268461452578372,0.0
Calling_male_Green_Frog_(Lithobates_clamitans),green_frog,"(64, 431)",-57.185739182903845,10.202872814103978,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-07,green_frog,"(64, 431)",-56.695119132333176,16.413259055718587,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-78,green_frog,"(64, 431)",-37.80164798783039,12.5426196106122,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-79,green_frog,"(64, 431)",-54.37215383188354,15.836568727690258,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-82,green_frog,"(64, 431)",-47.34847302947479,16.979728388997913,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-86,green_frog,"(64, 431)",-44.84265455053882,14.125922215242422,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-89,green_frog,"(64, 431)",-40.43826359090354,14.812684041880594,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-90,green_frog,"(64, 431)",-50.12495485325009,18.184795343675702,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-80,green_frog,"(64, 431)",-37.80610307062308,12.568036568212003,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-81,green_frog,"(64, 431)",-54.40769753710576,15.840796752596075,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-84,green_frog,"(64, 431)",-47.34770092032763,16.979128354455117,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-88,green_frog,"(64, 431)",-44.8511637214165,14.126525096429297,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-91,green_frog,"(64, 431)",-40.445776940066274,14.815808959087887,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-92,green_frog,"(64, 431)",-50.10509174968831,18.191592243148833,0.0
Green_Frog___Rana_clamitans,green_frog,"(64, 431)",-55.87595513687748,18.309324356578543,0.0
Green_Frog_Advertisement_Call_(22_June_2022),green_frog,"(64, 431)",-66.39968859406054,6.146504295333413,0.0
Green_Frog_call,green_frog,"(64, 431)",-57.01356627072992,15.993926255081812,0.0
Green_frog_calling,green_frog,"(64, 431)",-42.93197442262743,17.355534964784255,0.0
ML202341,green_frog,"(64, 431)",-43.57330552801455,17.875491361547343,0.0
ML202345,green_frog,"(64, 431)",-46.72595796269081,11.849002508327647,0.0
ML202347,green_frog,"(64, 431)",-46.97685706191923,11.076839178474831,0.0
ML202349,green_frog,"(64, 431)",-60.27112201162184,12.637862284807584,0.0
ML202350,green_frog,"(64, 431)",-58.500063517807256,13.07265381428511,0.0
ML203566,green_frog,"(64, 431)",-36.87925624221632,11.8346618952474,0.0
ML205614,green_frog,"(64, 431)",-40.80421465458975,4.955068021771478,0.0
ML206084,green_frog,"(64, 431)",-47.277773530069055,12.578238644221916,0.0
ML206396,green_frog,"(64, 431)",-38.2588825676668,8.555727748572384,0.0
ML207578,green_frog,"(64, 431)",-47.002257700828004,8.6444420782997,0.0
ML207647,green_frog,"(64, 431)",-39.484555801424236,9.085424049891593,0.0
ML207652,green_frog,"(64, 431)",-70.23179571899281,16.816495661947968,0.0
ML209650,green_frog,"(64, 431)",-48.81955242110308,6.526529598033721,0.0
ML224483,green_frog,"(64, 431)",-55.50847672251012,13.454125858290558,0.0
ML224484,green_frog,"(64, 431)",-51.35512270361807,13.17171417714051,0.0
ML224485,green_frog,"(64, 431)",-44.24981791296166,9.856176458360505,0.0
ML272794,green_frog,"(64, 431)",-70.85519533818739,17.17841517905815,0.0
ML273045,green_frog,"(64, 431)",-70.53874032140608,16.05853296131735,0.0
ML273046,green_frog,"(64, 431)",-52.76155726946977,8.045372522232828,0.0
ML273047,green_frog,"(64, 431)",-63.80728347941783,8.431259254655345,0.0
ML273048,green_frog,"(64, 431)",-58.348750587544146,8.056453536764357,0.0
ML273058,green_frog,"(64, 431)",0.0,0.0,0.0
ML307051,green_frog,"(64, 431)",-47.48803940114593,10.078714382806977,0.0
ML307052,green_frog,"(64, 431)",-59.43657440527962,12.62983490092265,0.0
ML455592871,green_frog,"(64, 431)",-50.064380609726406,11.606926559022119,0.0
ML506567171,green_frog,"(64, 431)",-43.49506596202493,10.401980854575475,0.0
ML634247309,green_frog,"(64, 431)",-38.71674947272943,8.588632926101438,0.0
ML634896387,green_frog,"(64, 431)",-38.317146592378066,26.16885260959235,0.0
ML635694508,green_frog,"(64, 431)",-41.955829494825096,10.127235303524376,0.0
ML636127371,green_frog,"(64, 431)",-41.955829494825096,10.127235303524376,0.0
ML636467978,green_frog,"(64, 431)",-31.82088732389245,8.869501017556601,0.0
ML636468524,green_frog,"(64, 431)",-55.693889632648215,10.543980084635693,0.0
ML636468579,green_frog,"(64, 431)",-51.11541899416397,8.836561358138182,0.0
ML637230210,green_frog,"(64, 431)",-43.60241299898746,5.002399700461627,0.0
ML637268689,green_frog,"(64, 431)",-35.30635607641908,8.661576918998666,0.0
ML637278142,green_frog,"(64, 431)",-35.30635607641908,8.661576918998666,0.0
ML637285479,green_frog,"(64, 431)",-29.0488576977719,8.058868242616466,0.0
ML637293827,green_frog,"(64, 431)",-74.86500230877554,15.51596739425553,0.0
ML637501815,green_frog,"(64, 431)",-48.00719120725125,8.060647994031791,0.0
ML637601401,green_frog,"(64, 431)",-37.29502465764359,8.60456671284394,0.0
ML637648415,green_frog,"(64, 431)",-36.83809863559885,7.67865682757406,0.0
ML637801878,green_frog,"(64, 431)",-41.78730380694164,9.555337615780491,0.0
ML637801881,green_frog,"(64, 431)",-41.9078846594228,6.526108708441256,0.0
ML637925798,green_frog,"(64, 431)",-45.7632697190735,6.559972661669638,0.0
ML638020498,green_frog,"(64, 431)",-46.156993128635904,8.315512874499271,0.0
ML638146198,green_frog,"(64, 431)",-34.49997455847996,10.400777446113187,0.0
ML638157498,green_frog,"(64, 431)",-38.784877860490795,8.381869923332586,0.0
ML638159017,green_frog,"(64, 431)",-40.41967242261235,7.095173271193309,0.0
ML638784982,green_frog,"(64, 431)",-39.966792839896925,8.22051754610341,0.0
ML638927211,green_frog,"(64, 431)",-34.320824342630715,8.329406997280078,0.0
ML638945631,green_frog,"(64, 431)",-30.3072693643534,11.601826226099064,0.0
ML638961666,green_frog,"(64, 431)",-32.269931665878836,6.45899226543002,0.0
ML639061324,green_frog,"(64, 431)",-27.239494120818833,5.753607288026112,0.0
ML639116696,green_frog,"(64, 431)",-40.549274846081666,8.206304568930767,0.0
ML639117034,green_frog,"(64, 431)",-27.571302013147598,9.298909300006025,0.0
ML639146182,green_frog,"(64, 431)",-27.571302013147598,9.298909300006025,0.0
ML639251922,green_frog,"(64, 431)",-33.88510104925685,7.116574165203519,0.0
ML639264790,green_frog,"(64, 431)",-40.48521987046277,7.05639364174887,0.0
ML639777913,green_frog,"(64, 431)",-29.37271784875205,5.4287424302888745,0.0
ML639778415,green_frog,"(64, 431)",-34.71621826642005,5.5698354004916,0.0
ML640822664,green_frog,"(64, 431)",-52.894289290251564,8.532818021233572,0.0
ML641124533,green_frog,"(64, 431)",-31.877114648712485,8.636020395456454,0.0
21-Green-Treefrog-call,green_tree_frog,"(64, 431)",-58.52791882079881,21.210042002311532,0.0
250156,green_tree_frog,"(64, 431)",-38.83753291519225,18.711410065003857,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-78,green_tree_frog,"(64, 431)",-37.80164798783039,12.5426196106122,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-80,green_tree_frog,"(64, 431)",-37.87261592155958,14.556231335220536,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-81,green_tree_frog,"(64, 431)",-47.47950366813594,17.41871343558246,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-86,green_tree_frog,"(64, 431)",-44.84265455053882,14.125922215242422,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-87,green_tree_frog,"(64, 431)",-37.331419688885006,21.852685565525654,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-88,green_tree_frog,"(64, 431)",-36.54407493465876,16.82377304329206,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-90,green_tree_frog,"(64, 431)",-50.12495485325009,18.184795343675702,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-91,green_tree_frog,"(64, 431)",-37.32294015645151,16.058763602496064,0.0
dlg_ggpd_n200-g2-m1-2003-c3-track-92,green_tree_frog,"(64, 431)",-37.853873719212764,16.32396787946453,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-21,green_tree_frog,"(64, 431)",-58.513847121506444,21.16960330899416,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-80,green_tree_frog,"(64, 431)",-37.80610307062308,12.568036568212003,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-82,green_tree_frog,"(64, 431)",-37.855587646538034,14.561414953075802,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-83,green_tree_frog,"(64, 431)",-47.453935376660176,17.426714810801712,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-88,green_tree_frog,"(64, 431)",-44.8511637214165,14.126525096429297,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-89,green_tree_frog,"(64, 431)",-37.34576605573262,21.857698956991587,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-90,green_tree_frog,"(64, 431)",-36.52306887687221,16.826135204248512,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-92,green_tree_frog,"(64, 431)",-50.10509174968831,18.191592243148833,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-93,green_tree_frog,"(64, 431)",-37.33194691744868,16.067074081396033,0.0
dlg_ggpd_n200-g2-m1-2013-c3-track-94,green_tree_frog,"(64, 431)",-37.849448051294985,16.34166426124676,0.0
Green_Treefrog___Hyla_cinerea,green_tree_frog,"(64, 431)",-62.59757516251363,20.590700555148103,0.0
ML183664,green_tree_frog,"(64, 431)",-48.065844579079034,16.65976344711419,0.0
ML183665,green_tree_frog,"(64, 431)",-55.026496743554304,17.6050400430066,0.0
ML183666,green_tree_frog,"(64, 431)",-46.11394212804648,16.141439972341814,0.0
ML183667,green_tree_frog,"(64, 431)",-45.72002313778738,15.354652288224287,0.0
ML183668,green_tree_frog,"(64, 431)",-43.328111190011775,16.142962184233294,0.0
ML183669,green_tree_frog,"(64, 431)",-56.658205477758514,12.200556171164209,0.0
ML183670,green_tree_frog,"(64, 431)",-42.944198586305994,14.176306249023922,0.0
ML183671,green_tree_frog,"(64, 431)",-55.00821088754038,13.948593612313978,0.0
ML183672,green_tree_frog,"(64, 431)",-56.81096811264131,14.068696026072816,0.0
ML183728,green_tree_frog,"(64, 431)",-49.446459614207185,17.05645933357113,0.0
ML183729,green_tree_frog,"(64, 431)",-50.22424691995031,15.422800350676019,0.0
ML183730,green_tree_frog,"(64, 431)",-45.32096969877346,15.208575417656807,0.0
ML183731,green_tree_frog,"(64, 431)",-49.88393199903644,16.70702058344632,0.0
ML183732,green_tree_frog,"(64, 431)",-53.04158251689371,15.757141029758843,0.0
ML183733,green_tree_frog,"(64, 431)",-43.899683570121944,19.791868794682962,0.0
ML183734,green_tree_frog,"(64, 431)",-46.46724044543684,16.41450782366155,0.0
ML183735,green_tree_frog,"(64, 431)",-42.28817417699057,16.392449918683855,0.0
ML183736,green_tree_frog,"(64, 431)",-53.53145985654501,16.407400160595902,0.0
ML183737,green_tree_frog,"(64, 431)",-48.82609726685659,15.436459226063782,0.0
ML183738,green_tree_frog,"(64, 431)",-48.828197155191006,16.863230608999313,0.0
ML183739,green_tree_frog,"(64, 431)",-55.79490311585557,13.202583748497958,0.0
ML183740,green_tree_frog,"(64, 431)",-33.63279462821799,10.130064200114361,0.0
ML183747,green_tree_frog,"(64, 431)",-42.67186254024367,16.470447756957977,0.0
ML183751,green_tree_frog,"(64, 431)",-51.304668562836824,17.069230215699527,0.0
ML183752,green_tree_frog,"(64, 431)",-46.70931570021016,14.34436778936641,0.0
ML183753,green_tree_frog,"(64, 431)",-52.16202150561832,14.263669701688935,0.0
ML183754,green_tree_frog,"(64, 431)",-47.15925120211394,13.235385736832761,0.0
ML183755,green_tree_frog,"(64, 431)",-40.290314070863126,13.368392936608156,0.0
ML183756,green_tree_frog,"(64, 431)",-45.18806020550758,14.059477451841579,0.0
ML183757,green_tree_frog,"(64, 431)",-47.587629510016285,12.506617193124258,0.0
ML183793,green_tree_frog,"(64, 431)",-55.24352432918798,15.673148296719662,0.0
ML183796,green_tree_frog,"(64, 431)",-53.44405581509984,14.339335026685461,0.0
ML183797,green_tree_frog,"(64, 431)",-48.66004240915629,13.335847541952877,0.0
ML183798,green_tree_frog,"(64, 431)",-59.18397448275869,10.250690488541526,0.0
ML183799,green_tree_frog,"(64, 431)",-59.09768852200835,7.555530679430791,0.0
ML183800,green_tree_frog,"(64, 431)",-44.26864411948106,13.479621592779257,0.0
ML183801,green_tree_frog,"(64, 431)",-50.788596911178665,15.775750957174864,0.0
ML183802,green_tree_frog,"(64, 431)",-50.26834099316265,14.30140916816009,0.0
ML183803,green_tree_frog,"(64, 431)",-48.62637094052167,15.676641337055226,0.0
ML183804,green_tree_frog,"(64, 431)",-44.956282769357934,15.20038600690486,0.0
ML183831,green_tree_frog,"(64, 431)",-55.52702838566215,16.035699156858428,0.0
ML183832,green_tree_frog,"(64, 431)",-49.96893356674785,17.302457684380794,0.0
ML183833,green_tree_frog,"(64, 431)",-50.57641136366226,15.984125501221557,0.0
ML183834,green_tree_frog,"(64, 431)",-61.16091793699497,15.57715424151322,0.0
ML183835,green_tree_frog,"(64, 431)",-50.794446718008224,14.992366186194438,0.0
ML183837,green_tree_frog,"(64, 431)",-57.28878173117986,16.770137089139276,0.0
ML183838,green_tree_frog,"(64, 431)",-58.33436227619233,15.104764666858165,0.0
ML183839,green_tree_frog,"(64, 431)",-50.80238955739341,16.382686723372153,0.0
ML183840,green_tree_frog,"(64, 431)",-49.40480686921255,14.894172759507152,0.0
ML183841,green_tree_frog,"(64, 431)",-53.762610905926906,15.51194358469082,0.0
ML183842,green_tree_frog,"(64, 431)",-54.502994028432184,12.980111883742621,0.0
ML183843,green_tree_frog,"(64, 431)",-49.31153455480345,11.655522944879841,0.0
ML183844,green_tree_frog,"(64, 431)",-54.256513860482904,15.483775934492764,0.0
ML183845,green_tree_frog,"(64, 431)",-44.93491013102631,15.939654693493386,0.0
ML183847,green_tree_frog,"(64, 431)",-50.925814551191095,13.321910907217225,0.0
ML183848,green_tree_frog,"(64, 431)",-53.19685763086078,16.389224761142007,0.0
ML183849,green_tree_frog,"(64, 431)",-47.62073179263526,13.54702247085907,0.0
ML183850,green_tree_frog,"(64, 431)",-55.603623705680576,14.683043781827987,0.0
ML183851,green_tree_frog,"(64, 431)",-49.13904153519329,14.33522019998896,0.0
ML183852,green_tree_frog,"(64, 431)",-54.36004253025674,15.596175504097275,0.0
ML183854,green_tree_frog,"(64, 431)",-49.01115949769999,16.748838927441422,0.0
ML183855,green_tree_frog,"(64, 431)",-48.685343577005746,16.68415759055462,0.0
ML183856,green_tree_frog,"(64, 431)",-47.50590582086495,16.290635804600896,0.0
ML183857,green_tree_frog,"(64, 431)",-41.82144855191011,15.69445972423297,0.0
ML183859,green_tree_frog,"(64, 431)",-46.00290363245663,16.46019654321961,0.0
ML183860,green_tree_frog,"(64, 431)",-50.195334191665296,15.23186167841959,0.0
ML183861,green_tree_frog,"(64, 431)",-50.054675083771656,16.075971005125208,0.0
ML183862,green_tree_frog,"(64, 431)",-49.303688166243845,18.07125161595346,0.0
ML183865,green_tree_frog,"(64, 431)",-53.44136264622903,16.031662284921605,0.0
ML183866,green_tree_frog,"(64, 431)",-55.21754717830301,15.71955926368414,0.0
ML183867,green_tree_frog,"(64, 431)",-48.935471507277676,15.999146225277823,0.0
ML183868,green_tree_frog,"(64, 431)",-53.826530319182616,13.89640061089418,0.0
ML183869,green_tree_frog,"(64, 431)",-45.795665607910834,16.68680045355844,0.0
ML183870,green_tree_frog,"(64, 431)",-49.97458371499298,15.16306467412063,0.0
ML183871,green_tree_frog,"(64, 431)",-55.45428815176343,16.866033428258156,0.0
ML183872,green_tree_frog,"(64, 431)",-48.1945731091527,16.92666617074387,0.0
ML183873,green_tree_frog,"(64, 431)",-50.48931359719234,17.73970416953783,0.0
ML183874,green_tree_frog,"(64, 431)",-50.48957943076186,17.618245851752306,0.0
ML183875,green_tree_frog,"(64, 431)",-44.31603899065691,17.89267184245382,0.0
ML183876,green_tree_frog,"(64, 431)",-50.2059422765973,17.117102244248322,0.0
ML183877,green_tree_frog,"(64, 431)",-53.901763723130294,16.424227114767337,0.0
ML183878,green_tree_frog,"(64, 431)",-51.06354337788928,17.513155017765875,0.0
ML183879,green_tree_frog,"(64, 431)",-51.67185533454689,16.347213493141517,0.0
ML183880,green_tree_frog,"(64, 431)",-50.99897378821384,17.215645572960263,0.0
ML183881,green_tree_frog,"(64, 431)",-48.73271518138404,17.664006468644025,0.0
ML183882,green_tree_frog,"(64, 431)",-46.70835024068292,17.603825126662606,0.0
ML183883,green_tree_frog,"(64, 431)",-47.48755621515958,17.52957861231777,0.0
ML183884,green_tree_frog,"(64, 431)",-51.97424636978285,16.96441855838015,0.0
ML183885.,green_tree_frog,"(64, 431)",-50.61488808183272,17.27851251291106,0.0
ML183886,green_tree_frog,"(64, 431)",-45.06949004003661,17.888648474331475,0.0
ML183887,green_tree_frog,"(64, 431)",-49.52460096167992,17.27682714398985,0.0
ML183888,green_tree_frog,"(64, 431)",-51.32621510261173,17.504964384841962,0.0
ML183889,green_tree_frog,"(64, 431)",-56.73371764042538,15.710648945545884,0.0
ML183890,green_tree_frog,"(64, 431)",-49.88975393125602,15.610002411455017,0.0
ML183891,green_tree_frog,"(64, 431)",-50.63219710382398,15.678147698557089,0.0
ML183892,green_tree_frog,"(64, 431)",-47.205571211476894,17.653892581871673,0.0
ML183893,green_tree_frog,"(64, 431)",-47.28142793431636,16.53109835684079,0.0
ML183894,green_tree_frog,"(64, 431)",-47.92395077327703,17.056887973532,0.0
ML183895,green_tree_frog,"(64, 431)",-48.008317839034476,16.723668780095434,0.0
ML183896,green_tree_frog,"(64, 431)",-48.56389140820006,16.662880055145884,0.0
ML183897,green_tree_frog,"(64, 431)",-50.86748439056276,17.34930537227226,0.0
ML183898,green_tree_frog,"(64, 431)",-45.53187981825279,17.29903658764599,0.0
ML183899,green_tree_frog,"(64, 431)",-45.01945223007567,17.27598015757573,0.0
ML185485,green_tree_frog,"(64, 431)",-42.31025077817473,16.08044141872965,0.0
ML187557,green_tree_frog,"(64, 431)",-34.13307640291837,11.134360765027322,0.0
ML192195,green_tree_frog,"(64, 431)",-45.76395660175525,17.152482181852964,0.0
ML192196,green_tree_frog,"(64, 431)",-49.74830600059226,16.81631147541682,0.0
ML192197,green_tree_frog,"(64, 431)",-44.31632054329195,16.602904238744,0.0
ML192198,green_tree_frog,"(64, 431)",-39.06970400050317,17.074377570269952,0.0
ML196658,green_tree_frog,"(64, 431)",-41.256486369949485,15.612159412628618,0.0
ML199798,green_tree_frog,"(64, 431)",-71.94714901081163,18.290861403214514,0.0
ML199799,green_tree_frog,"(64, 431)",-37.42785860402747,11.37768242546584,0.0
ML200852,green_tree_frog,"(64, 431)",-65.99394372703719,15.824802631941795,0.0
ML200866,green_tree_frog,"(64, 431)",-56.87167779911145,14.644798625427976,0.0
ML200868,green_tree_frog,"(64, 431)",-48.73055047069929,18.70166186079888,0.0
ML200870,green_tree_frog,"(64, 431)",-51.2226600521471,17.768456094400083,0.0
ML206085,green_tree_frog,"(64, 431)",-38.942355077428495,7.977794114281397,0.0
ML207857,green_tree_frog,"(64, 431)",-50.063401514409314,16.856634356500585,0.0
ML207876,green_tree_frog,"(64, 431)",-56.58133960368323,16.420769228440523,0.0
ML207878,green_tree_frog,"(64, 431)",-52.78497430412509,17.476951753090823,0.0
ML207880,green_tree_frog,"(64, 431)",-52.843124855076354,17.533074573205973,0.0
ML207881,green_tree_frog,"(64, 431)",-54.23820509410651,17.437918630350204,0.0
ML207907,green_tree_frog,"(64, 431)",-47.01824822935455,17.549361733207267,0.0
ML207909,green_tree_frog,"(64, 431)",-61.222321152825366,17.22969543419613,0.0
ML207913,green_tree_frog,"(64, 431)",-57.446075459367435,18.5093629353569,0.0
ML207914,green_tree_frog,"(64, 431)",-59.46141342517948,17.016424200173475,0.0
ML207931,green_tree_frog,"(64, 431)",-59.817461668442405,17.096930475876853,0.0
ML207932,green_tree_frog,"(64, 431)",-48.069463368220006,18.577860004291082,0.0
ML207933,green_tree_frog,"(64, 431)",-51.27092319196241,18.588559623568134,0.0
ML207934,green_tree_frog,"(64, 431)",-58.28637922494705,17.024910889437024,0.0
ML207937,green_tree_frog,"(64, 431)",-52.04586151995957,17.76506705302785,0.0
ML207938,green_tree_frog,"(64, 431)",-58.69470347460627,16.83448822151324,0.0
ML213439,green_tree_frog,"(64, 431)",-38.51014533486831,12.160425918618639,0.0
ML213440,green_tree_frog,"(64, 431)",-50.6997722209952,15.808605127878847,0.0
ML214864,green_tree_frog,"(64, 431)",-49.9553150335141,15.026675009923697,0.0
ML214865,green_tree_frog,"(64, 431)",-36.82381153286472,13.641673045224595,0.0
ML214866,green_tree_frog,"(64, 431)",-41.61256771553697,14.17592152678685,0.0
ML214878,green_tree_frog,"(64, 431)",-54.465652926615384,13.653543645587675,0.0
ML273953,green_tree_frog,"(64, 431)",-46.28964120381254,9.805785215661409,0.0
ML527304,green_tree_frog,"(64, 431)",-39.35434630568509,14.668089940518328,0.0
ML537288,green_tree_frog,"(64, 431)",-37.27416465319088,11.840352154098545,0.0
ML622232081,green_tree_frog,"(64, 431)",-36.77013481601969,19.40342307686469,0.0
ML635430368,green_tree_frog,"(64, 431)",-28.48540275047799,5.8958981020142724,0.0
ML635530543,green_tree_frog,"(64, 431)",-39.0480735547443,11.263484227912771,0.0
